#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-1577.1298,10,190.417515
-909.9951,13,190.446133
-2085.9146,13,190.446196
-2544.9746,23,190.468266
-441.98676,83,190.500026
-1796.123,14,190.523301
-883.62384,50,190.550896
-2677.8794,18,190.60112
-1513.8259,12,190.601191
-1823.6736,46,190.601209
-2738.0796,11,190.671726
-3425.9734,16,190.671856
-956.5245,4,190.726511
-1446.638,10,190.803148
-1396.082,5,190.803329
-1798.7634,25,190.836524
-1043.6903,2,190.866634
-1576.9565,7,190.866809
-629.1651,19,190.90827
-946.33673,11,190.908354
-1127.6058,23,190.90837
-1639.7191,21,190.946311
-1335.8025,29,191.099087
-397.68878,19,191.164989
-1738.2302,14,191.206267
-1331.5173,13,191.206337
-2014.8206,11,191.261877
-2237.0923,24,191.261956
-2369.4316,42,191.319714
-1122.2133,3,191.320132
-2651.1462,13,191.320168
-1626.3422,55,191.371038
-1081.7155,4,191.400511
-361.08594,41,191.439381
-547.6922,16,191.485535
-1073.1168,7,191.520705
-2629.236,42,191.520816
-1494.3811,17,191.520841
-2349.5972,13,191.545062
-1683.8859,18,191.545134
-1535.3623,7,191.545152
-5817.313,19,191.545161
-1250.8146,5,191.60944
-1045.2394,2,191.609543
-3565.4878,13,191.642385
-1554.0074,30,191.67672
-1073.5125,15,191.676914
-1584.5007,39,191.677075
-1100.6508,6,191.733835
321.88855,66,191.733907
-1001.51154,4,191.733951
-636.8483,9,191.765705
-1766.4741,8,191.765785
-1525.3312,12,191.818089
-909.2233,5,191.850296
-1007.45404,2,191.850375
-41.903442,26,191.850402
-3044.9495,41,191.887744
-1166.663,18,191.924745
-1173.1512,5,191.924795
-1479.7065,4,191.924805
-783.7583,8,191.952856
-882.48584,9,191.994122
-1053.2356,2,191.994179
-1183.1345,6,192.054852
-1474.0532,4,192.086957
-484.53302,22,192.12615
-1444.9392,42,192.165562
-1385.1709,9,192.165698
-3272.4478,16,192.205591
-816.8382,4,192.234724
-4009.9006,15,192.263021
-1171.1637,3,192.2631
-1532.1478,13,192.364464
-5625.821,18,192.364537
-882.9875,8,192.444211
-1119.1245,5,192.444264
-648.62085,47,192.444273
-1004.61426,27,192.545139
-2765.5234,30,192.585262
-969.879,4,192.58534
-537.6751,18,192.666711
-1207.0969,5,192.700607
-3495.5542,26,192.700693
-484.53625,16,192.715416
-1993.0344,44,192.727175
-1836.8539,14,192.738799
-1162.9152,4,192.754744
-826.2527,29,192.754815
-2721.7393,12,192.790363
-1025.8771,2,192.790447
-2464.6074,15,192.790469
-2947.1138,25,192.807664
-902.06195,30,192.821681
-265.9204,71,192.821766
-4225.61,78,192.852032
-1154.8683,4,192.928275
-362.15558,33,192.987282
592.2013,28,192.987347
-2285.9844,18,193.02033
-4144.7236,47,193.059607
-1306.0852,25,193.059678
-1206.2421,3,193.059697
-1472.365,15,193.091311
-1391.7338,23,193.091721
-931.1206,9,193.156116
-1037.6271,2,193.156225
-2192.981,16,193.192161
-1068.2454,6,193.256778
-879.32776,5,193.327307
-1848.0289,5,193.365093
-1369.7369,23,193.365293
-1362.1307,31,193.425064
-2310.0557,10,193.425118
-4198.9263,42,193.48804
-1221.9961,32,193.520583
-1449.8064,56,193.520729
-1103.7196,3,193.520745
-1054.3225,2,193.550089
-1419.0115,29,193.5503
-2011.3125,9,193.550391
-1952.3348,60,193.588315
-1525.4316,16,193.588479
-1145.9506,3,193.61433
-1469.7368,3,193.638773
-2013.1622,9,193.63897
-1201.1797,74,193.639048
-972.6988,4,193.674775
-1152.3342,3,193.760097
-1803.032,14,193.760316
-1103.4612,4,193.873438
-1082.6539,4,193.87353
-1459.6549,9,193.89603
-163.93195,30,193.896116
-951.66223,10,193.896137
-1772.4285,14,193.939238
-961.18024,13,193.960382
768.1527,87,194.07781
-914.8012,7,194.088715
-736.86,45,194.088763
-900.6223,22,194.088773
-2196.9963,91,194.128159
-3112.4766,36,194.138015
-999.5441,4,194.188931
-963.75653,56,194.270421
-632.91406,10,194.270527
-1625.1338,12,194.306874
-1493.4792,37,194.338859
-1110.9244,4,194.361693
-1061.4558,4,194.361747
-787.65967,20,194.361757
-487.5103,34,194.393001
-1566.9546,9,194.39311
-338.70197,83,194.426299
-3240.0574,14,194.461994
-1150.2004,4,194.485611
-994.95654,3,194.513217
-923.513,39,194.543525
-1269.0144,27,194.573456
-1033.147,2,194.573526
-1580.6925,9,194.613758
-3074.9937,71,194.613863
-1079.138,2,194.613877
-2008.3097,9,194.644422
-2103.8608,26,194.644516
-667.713,39,194.665361
2886.3843,74,194.665444
-1457.6832,10,194.701082
-1492.1875,3,194.735174
-1363.6633,28,194.735249
-1802.7046,8,194.735262
1361.7327,58,194.799013
-385.0865,19,194.894927
-3119.9866,7,194.895078
-1834.7732,17,194.895257
-1911.6344,7,194.951977
-861.33435,36,195.093779
-2056.9883,53,195.134606
-1009.1349,6,195.161561
-1034.8574,2,195.195676
-1092.8842,4,195.234826
-474.02008,19,195.319285
-2565.9216,24,195.524911
-1926.4603,19,195.574878
-442.26782,30,195.574951
-1023.2407,9,195.574967
-107.316284,28,195.642836
-2376.9634,12,195.707236
-1866.3151,71,195.760701
-3948.7065,61,195.787818
-1114.1517,3,195.788067
-1145.5981,8,195.82372
-1321.4147,34,195.8543
-276.22302,30,195.854371
1200.7145,92,195.930175
-1116.1664,5,195.930296
-1397.2936,12,195.962638
-825.32697,6,196.003595
-2970.8237,13,196.003699
-940.4448,23,196.003726
-1066.9391,3,196.039657
220.9046,28,196.039737
-1202.851,4,196.077989
-2448.599,16,196.078274
-1158.6376,3,196.078293
-956.0232,9,196.155236
-845.9923,43,196.155336
-2714.3718,9,196.199871
-926.8133,3,196.199948
-194.4549,36,196.264721
-1394.1088,8,196.324198
-1630.3157,45,196.324335
-1600.4159,4,196.384495
-1830.3904,47,196.444063
-1802.3124,11,196.444148
-1312.571,13,196.478096
-2116.719,5,196.545554
-2239.8472,11,196.545665
-1770.794,14,196.545684
511.53625,78,196.617666
-990.4233,4,196.70166
-1690.7239,29,196.810056
-369.6532,91,196.865522
-3852.4883,64,196.932456
-842.65784,8,196.961226
370.69214,58,196.996367
-2588.1245,17,197.035733
-183.80927,26,197.0648
-2367.0496,43,197.113963
-1878.367,4,197.115147
-888.5539,8,197.14596
-968.4041,4,197.253843
-1050.0333,23,197.254059
-1012.51013,11,197.330373
-991.6644,9,197.378355
-2159.826,43,197.378471
-1893.805,26,197.408189
-959.04877,2,197.426894
536.37,26,197.455304
-984.2777,77,197.455402
-1398.8574,39,197.471194
-984.51306,8,197.575344
-2780.6143,11,197.609365
-320.36017,47,197.609482
-1388.7869,6,197.644275
-2113.8218,9,197.644341
-679.35187,30,197.644351
-1170.2705,9,197.713662
-1058.2441,4,197.713744
-52.68689,52,197.744358
-973.08325,6,197.744484
-1093.1123,2,197.811195
-1911.5792,14,197.811363
-1053.336,3,197.909948
1115.9661,53,197.910043
-681.046,21,197.910063
-2523.3438,26,197.934843
-1075.4622,2,197.989997
-2562.9746,12,197.990109
-1201.2827,7,198.028541
-1045.1023,2,198.054198
-702.2839,40,198.089104
-1104.5537,3,198.089183
-1749.5793,83,198.117269
-1340.4146,8,198.146632
-1850.8264,24,198.146716
-857.89703,19,198.177892
-1156.9878,4,198.178416
-715.47375,17,198.295126
1946.4711,70,198.334565
-1032.1534,7,198.335378
-1597.2534,14,198.367106
-1620.675,8,198.36723
-1456.2703,5,198.485653
952.30774,123,198.585406
1319.5762,46,198.623121
1906.7815,64,198.663768
162.52759,34,198.725018
-1628.8125,5,198.807716
-1274.1654,8,198.838427
49.004395,21,198.838512
-1025.4038,18,198.860913
-1814.7714,78,198.860992
-1131.9802,16,198.861001
1516.7737,57,198.89257
-1622.4497,4,198.926772
-1098.2328,3,198.926917
-1026.0204,2,199.006021
-1226.529,5,199.006086
-1967.3029,22,199.034214
-959.696,3,199.03432
548.39233,83,199.034337
-690.57153,27,199.061967
-2534.5117,31,199.125661
-1069.3832,5,199.146804
-788.4846,46,199.164071
-934.7218,10,199.16416
-586.8689,32,199.18867
-4012.3599,37,199.188784
-708.0665,28,199.214391
2133.0322,70,199.214499
-1029.5305,2,199.214515
-1733.3693,17,199.355273
-1467.0634,48,199.388021
-1904.1819,15,199.468606
-2904.0588,17,199.494197
-777.7357,62,199.544745
-2447.375,12,199.576153
-1438.2019,7,199.611082
-1340.0973,21,199.647573
-1016.0683,3,199.687986
-1237.8171,5,199.720909
-1037.726,2,199.798933
-2828.867,68,199.841436
-1975.5952,28,199.841511
-1341.8112,7,199.841528
-856.8964,21,199.869705
-1052.8896,3,199.933736
-618.1328,6,199.966552
-979.8456,26,200.016167
-1082.5293,2,200.016233
-1308.3922,31,200.073689
-682.9143,30,200.109474
3150.212,90,200.293236
-1127.5444,14,200.293324
1228.78,69,200.335392
-1877.9989,9,200.377538
-1691.7227,15,200.377651
-1127.3743,16,200.37768
-2627.6797,50,200.467025
-1345.1454,7,200.53281
-1509.4717,33,200.560278
-1363.3699,15,200.589202
-972.873,3,200.618148
-2648.5142,64,200.618268
-1803.6179,9,200.647515
-1111.4526,3,200.701898
-1676.3538,47,200.702008
-1072.6049,5,200.735698
-854.54156,25,200.787761
-1061.2318,2,200.865267
-1283.6709,9,200.906488
-1033.7632,8,200.906674
-1179.1128,29,200.930694
-924.99316,3,200.960394
-1147.2223,47,201.007673
-1949.7178,24,201.02856
3246.245,76,201.052308
-979.0626,4,201.052548
1829.2191,84,201.089238
839.39453,56,201.119904
-1150.8142,4,201.155597
-1436.2744,74,201.155794
-3052.5054,26,201.155888
-1034.6478,3,201.186299
489.01666,68,201.25602
-1109.4662,3,201.256155
-1942.3944,31,201.285354
-3083.6245,75,201.349119
-1363.9586,14,201.349174
-1448.0557,16,201.377999
-1138.8839,3,201.378048
-2676.8853,11,201.406857
818.5569,71,201.406952
-1036.5255,2,201.406966
-786.19775,56,201.435598
-900.229,31,201.501662
-918.6893,3,201.501828
-2783.1055,50,201.534406
-274.59485,38,201.534504
-1052.1566,4,201.534523
-1158.3801,7,201.567152
-2821.9277,15,201.622648
-2963.2925,15,201.622703
-1016.719,4,201.648493
-3000.8076,17,201.648581
-855.48627,14,201.674819
-832.6357,6,201.67491
-2054.3433,9,201.674936
-1662.8477,17,201.703338
-1052.9631,2,201.732953
-1500.0486,33,201.733051
-1145.3367,4,201.762154
-1114.6375,3,201.762249
-1169.0723,5,201.762267
-1112.581,3,201.821073
-936.5295,5,201.821244
-1009.28253,11,201.850307
-1127.2893,8,201.938994
-1326.4949,10,201.939078
-1377.1536,23,201.939091
-999.3941,4,201.97708
606.92566,51,202.003847
-963.1086,4,202.061075
-1081.1903,3,202.061148
-1451.201,12,202.123182
-499.67993,22,202.147954
-1134.6921,3,202.148063
-941.5959,6,202.169147
-958.477,3,202.227405
-1222.6138,14,202.227469
-872.0843,29,202.227483
-955.5495,11,202.249861
-1184.2823,8,202.284067
-1024.8286,2,202.284134
-1160.798,5,202.370565
-1085.0809,51,202.394036
-79.12421,57,202.394137
-1474.822,23,202.394156
-1801.8433,17,202.424919
-2816.7212,48,202.425028
-316.2019,32,202.45127
-776.2593,29,202.451371
-1978.9633,4,202.508165
-1070.9203,3,202.508291
187.4519,40,202.548083
-1293.9437,15,202.611232
-1115.874,13,202.647521
-1143.3375,4,202.647611
-1070.4166,2,202.708755
1298.3566,68,202.748301
-1098.4014,3,202.750101
-1594.2656,6,202.811473
-1718.8381,20,202.902723
-1936.0405,27,202.934355
-695.5433,7,202.970192
-934.8374,41,202.997243
-1019.0026,7,203.029122
-1066.3987,3,203.02923
-1284.7865,16,203.056062
1687.3304,112,203.086821
-1026.8362,21,203.118366
-238.56635,69,203.146082
-140.112,47,203.180881
-1099.7726,3,203.217504
-1169.1371,5,203.217552
-1361.7599,5,203.308135
-1253.7366,6,203.364102
-1366.7104,21,203.386207
-2280.6792,14,203.406225
-403.67657,34,203.436131
-842.22406,15,203.464992
-1082.4359,2,203.492646
437.18567,56,203.492798
-2234.806,9,203.537634
-3593.5903,68,203.570855
-1109.1954,3,203.570933
-1746.9773,23,203.57095
-620.0029,22,203.594529
-1105.0374,8,203.594666
-417.0545,46,203.594686
-2586.675,42,203.619874
-1017.3654,2,203.652906
-1162.8469,4,203.676759
-1185.2612,5,203.710414
-1145.9504,6,203.738166
-1580.3582,7,203.738303
-1088.318,5,203.738321
490.53394,50,203.776428
-1369.7896,9,203.936513
-905.6086,47,203.936597
-1407.0608,7,203.936614
-1057.3259,25,203.936635
-2315.4553,42,203.971509
-1712.5297,22,204.00018
-1694.5269,11,204.083605
-888.31506,4,204.108902
-1693.2313,21,204.109048
-673.09644,56,204.139793
-1002.7421,7,204.170181
-1888.6194,14,204.198688
-1039.0963,61,204.269008
-1353.3645,19,204.330112
-801.11334,25,204.443276
137.41791,37,204.496306
-3862.5723,20,204.524229
-1674.199,71,204.524323
-1510.929,21,204.55663
-2981.937,27,204.556764
-1131.9886,13,204.58907
-553.36707,53,204.589138
-814.94415,22,204.589152
-1161.2979,4,204.679639
-870.92755,54,204.679984
-874.8294,4,204.716824
-2590.9443,18,204.716928
-2398.0898,4,204.825476
-1654.4517,23,204.825567
-917.3473,5,204.850848
-820.8669,7,205.031016
-1772.6345,18,205.031143
-1101.2664,18,205.130703
-1473.469,16,205.158806
-1682.6075,37,205.188368
-417.51862,58,205.188435
-4025.9497,53,205.188449
-1375.6987,37,205.224384
-1054.1962,3,205.276235
-1811.5016,28,205.276288
-2301.2085,43,205.380372
372.06445,29,205.380465
-858.0924,27,205.380491
-974.6062,5,205.417303
-48.46289,38,205.43999
-1038.3553,3,205.472833
-863.5596,53,205.506431
-1075.5647,3,205.50654
-1007.2141,5,205.619952
-1055.4595,117,205.620041
-1056.6932,2,205.668863
-216.26984,40,205.723223
-1569.0781,20,205.723302
84.01196,44,205.813498
-1845.1118,25,205.836464
-122.67572,90,205.836545
-988.1024,9,205.867925
-2557.2773,6,205.889239
-1034.9297,25,205.930187
-1587.581,17,205.930268
-925.4073,3,206.01286
-1909.5079,5,206.012941
-1051.726,42,206.066093
-437.34723,157,206.066179
-986.6701,4,206.123551
1189.7043,50,206.123927
481.8507,46,206.159776
-1040.6765,23,206.159858
-1103.1569,3,206.233423
-1162.2306,30,206.263013
-2273.4524,71,206.359539
-1283.2166,14,206.359641
-1215.9579,6,206.359659
-1846.9478,15,206.359667
-2091.3828,23,206.427176
-409.245,42,206.427254
-925.24347,3,206.464261
-690.6011,48,206.464341
-699.556,49,206.502576
-2213.6433,28,206.542162
-577.9529,22,206.542243
-2560.266,9,206.566776
-1421.6445,6,206.617617
-935.1819,8,206.698613
-175.7171,45,206.729909
-2274.7607,11,206.760097
-919.0904,32,206.804121
-2300.2302,16,206.934562
-599.12854,33,206.934621
1414.5004,109,206.995779
-1735.9205,13,207.335584
-352.69336,48,207.335673
-1219.7556,16,207.415091
-1441.936,11,207.494618
-2176.7703,12,207.494692
-1290.8964,8,207.494711
-2127.5864,9,207.528206
-2120.4124,67,207.580269
-2642.1497,16,207.580385
-1085.9974,28,207.602076
-1124.6224,4,207.613279
-1522.4218,41,207.630286
-2221.124,4,207.647834
-555.08075,30,207.686319
-2067.0444,9,207.686392
-1828.7556,16,207.720223
-1102.682,15,207.740117
-1927.0417,33,207.752691
-1216.3802,3,207.770342
-1255.0498,30,207.770406
-1505.6959,11,207.805519
-965.0187,3,207.805613
-5185.049,48,207.828637
-2861.0273,27,207.828727
-1048.811,5,207.828745
-814.5453,20,207.914645
-2353.0479,53,207.914732
-1854.6311,7,207.945566
-1590.8173,7,207.945652
-757.69507,29,207.984693
-1065.1627,8,208.072831
-1141.8872,22,208.100184
-2636.8164,13,208.205898
-1615.7554,22,208.206002
-3178.7373,29,208.206021
-1306.2961,13,208.23915
-1840.4255,15,208.286561
-2857.6606,38,208.316467
-1163.3345,3,208.316553
-51.56299,32,208.365235
-1433.6052,4,208.43145
-895.46844,4,208.492121
-2760.8286,58,208.492345
-1009.29755,4,208.5535
-956.6148,21,208.553662
-1605.5481,102,208.553754
-1953.776,14,208.613322
-805.3638,37,208.613624
-1458.5784,69,208.690284
-1189.5851,20,208.690472
-1003.69165,4,208.690565
-988.78503,6,208.690639
-1854.7136,80,208.750592
-1004.3135,4,208.813207
-1811.4733,17,208.845367
-815.0988,35,208.871852
-1474.1782,6,208.918828
795.8799,32,208.919049
-2082.5771,13,208.951578
-996.0585,9,208.951764
-1040.8839,2,208.964876
-3417.7007,26,208.964968
-930.919,6,208.98261
-716.64014,25,208.993048
-1306.9711,35,208.993093
-2437.018,49,209.006294
-1007.8334,2,209.006456
-1505.5573,4,209.006482
-1500.3922,5,209.032202
-1168.8801,3,209.032275
-1216.1598,37,209.078603
-908.7936,21,209.099493
-744.944,6,209.099586
-2489.5146,19,209.099603
-1540.6415,6,209.135496
-1304.5573,10,209.173002
-1057.9312,2,209.213474
-1990.2158,12,209.213558
218.80408,101,209.243844
-1067.1523,3,209.310596
-552.7872,9,209.310689
686.68506,102,209.335546
-1746.1304,54,209.335686
-1475.4532,15,209.358013
-1460.9006,4,209.483569
-3005.481,14,209.51107
-101.08441,28,209.544953
-858.22156,32,209.603661
-809.5383,10,209.603717
-359.46887,55,209.630539
-1464.8965,5,209.630641
144.60486,42,209.659433
-2178.5938,34,209.76524
-931.08246,7,209.765331
-1061.2856,4,209.815904
-1682.9514,16,209.844824
-1458.0847,16,209.844909
-1039.1321,6,209.844929
-1929.0151,11,209.8868
-2476.5137,35,209.932225
-1052.2433,10,209.95866
-1533.4961,10,209.985504
-2832.747,5,210.021014
-1291.4509,32,210.02122
-1219.0259,8,210.021329
-2878.3599,56,210.033465
-1341.2849,6,210.044895
-1047.611,4,210.044972
-1087.8823,29,210.059938
-2009.4055,10,210.060036
-817.2262,6,210.060055
-2524.6982,62,210.085169
-1378.73,28,210.085754
-1093.196,4,210.121758
-929.5138,17,210.183781
-160.63501,25,210.199501
-2023.9877,9,210.199622
-903.0982,13,210.213531
-2991.4822,48,210.250058
-1621.2195,63,210.276449
-2011.7786,15,210.299494
-1849.6135,42,210.299586
-669.0096,23,210.299602
-1111.4326,5,210.327398
-2027.6603,93,210.327516
-1758.3923,14,210.35495
-1226.8582,15,210.379338
-1816.9639,13,210.482343
-1173.8245,58,210.535563
-1181.7451,34,210.535664
-1626.2014,9,210.561746
2120.3608,79,210.584908
-1627.7374,11,210.585031
-2226.768,13,210.648477
-4421.959,19,210.683089
-1223.198,14,210.683166
-1042.3472,4,210.748107
-1017.1474,2,210.748298
-1221.2339,7,210.791762
-1084.8309,16,210.819459
-1049.6106,2,210.819593
-1783.2039,34,210.819612
-1153.4176,10,210.885792
-3488.174,43,210.925632
-1078.5126,36,210.955785
-906.63275,24,210.999781
742.25305,80,210.999894
-1898.931,9,211.10149
-366.49628,39,211.101741
-2930.4985,12,211.190271
-1999.4592,14,211.216315
-939.5483,8,211.216435
-1036.7207,8,211.238372
-1103.6898,6,211.284216
-896.3312,7,211.397507
-1055.5702,9,211.397671
-1721.2374,8,211.47465
-794.57837,16,211.506387
-4424.074,22,211.53346
-1077.4177,2,211.599541
-1792.8135,5,211.629376
-2969.704,43,211.629475
-1599.0736,60,211.663818
-406.2765,59,211.663913
-1387.4387,10,211.707013
-2657.995,17,211.733898
-1025.997,2,211.773357
-185.06238,40,211.812603
-2071.7336,58,211.862561
-1481.633,5,211.86268
-1488.8928,7,211.891434
-1330.0566,15,211.891551
-441.79987,47,211.891568
-573.31195,56,211.945773
-1059.167,6,211.978168
-2220.7292,10,211.978268
-4725.569,24,212.074454
-1218.0999,9,212.120098
-1275.8733,4,212.120235
-2004.5564,8,212.144825
-1272.991,20,212.18081
-1177.2925,11,212.214119
-1685.2751,38,212.248246
1710.4651,50,212.283633
-1030.8251,3,212.314561
-1517.9084,18,212.352622
-771.5277,6,212.352727
-1583.0901,12,212.38584
-1621.8264,47,212.385942
-1867.6692,24,212.486469
-1883.0748,11,212.599423
-1244.4126,23,212.623943
-1919.5272,17,212.623994
-1459.6702,55,212.624004
1308.0897,176,212.624009
-1386.4976,10,212.685825
-1079.5295,2,212.6859
-1258.0573,34,212.708834
-1344.3162,20,212.730559
-1209.8718,6,212.775944
-925.17896,7,212.810358
-938.16895,7,212.87478
145.00989,37,212.992263
-1200.2173,13,212.992333
-1363.861,5,213.038065
2346.7134,73,213.070037
