#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-88.61218,27,172.98135
-984.9552,4,172.981412
-1890.338,41,172.981427
-2136.1084,12,172.981435
-1038.096,2,172.994665
-1440.685,12,173.006089
-1530.2014,22,173.006149
-2242.6597,9,173.018056
-924.6245,4,173.018121
-1243.8766,5,173.03157
-1021.9439,2,173.031643
-3590.975,55,173.046118
-1026.2153,3,173.046195
-1626.4636,14,173.059212
-1990.8867,7,173.070465
-808.91644,19,173.070535
-3299.2153,21,173.08493
-1845.6774,34,173.097704
-1669.4038,10,173.11105
-894.8407,7,173.111126
-1060.9463,5,173.111154
-858.9662,7,173.128387
-964.12897,3,173.128471
-1326.6196,10,173.128488
-2811.3296,23,173.128496
-1018.5711,2,173.158304
-1419.4783,8,173.19435
-858.2427,8,173.194478
-1084.4401,5,173.194496
-828.2977,25,173.208348
-1468.477,7,173.208409
-2859.6653,11,173.220233
-1333.3186,25,173.239577
-5183.8906,21,173.239661
-1054.9514,4,173.26841
-1086.318,6,173.287623
-1909.7761,10,173.2877
-1558.0927,8,173.287716
-807.732,37,173.287723
-1310.9702,17,173.309739
-1017.056,2,173.309829
-1058.0284,4,173.309848
-997.39594,6,173.309857
-2712.2888,41,173.321204
-1043.9905,2,173.342665
-2052.8838,25,173.361194
-978.136,3,173.373689
-2326.298,18,173.405595
-1433.301,7,173.405696
-1018.47943,8,173.427906
-1134.6938,8,173.427994
-1306.8396,5,173.42801
-2265.667,19,173.441037
-1433.4169,4,173.4411
-975.3893,3,173.459516
-856.8159,6,173.459585
-1999.973,52,173.489242
-910.81177,6,173.524961
-871.42786,8,173.543456
-3932.016,16,173.564304
-857.03735,9,173.580584
2090.316,90,173.593971
-902.3015,4,173.594063
-1866.4669,23,173.603336
-2945.514,39,173.61789
-1060.7086,2,173.617972
-1816.6411,11,173.61799
-1667.0608,22,173.630332
-1556.5514,7,173.654791
-1849.4679,12,173.654867
-613.9837,43,173.6778
-881.67426,6,173.709419
-2681.8623,34,173.709512
-1078.9576,8,173.722826
182.75873,52,173.756048
-2820.395,44,173.792903
-923.1037,13,173.804231
-1452.481,3,173.832057
284.55817,41,173.851938
-1377.1791,9,173.876155
-2298.35,92,173.892577
-634.7047,21,173.90389
-1236.2987,16,173.903976
623.8104,34,173.935022
-1588.7595,20,173.973015
-545.3473,39,173.997205
-1340.1768,20,173.997274
-2611.0698,26,173.997291
-1194.7341,3,174.011017
-955.3511,8,174.011081
-1363.9751,46,174.011097
-4364.6167,40,174.025069
-993.7718,8,174.025142
-977.4708,3,174.036563
-1432.2148,3,174.046734
-1091.9196,3,174.066818
-1093.1643,5,174.066876
-984.8188,5,174.066891
-1891.157,13,174.104079
-1016.71014,2,174.104137
715.58875,45,174.130645
-1654.3452,5,174.130719
-2369.9102,8,174.1514
-643.0773,29,174.163412
-991.25336,8,174.187476
-5012.948,58,174.18754
-1039.5762,5,174.200101
-1012.56915,12,174.210839
-898.9663,8,174.234363
-951.1254,4,174.234424
-1166.8997,4,174.249165
582.5092,46,174.249255
-1363.9604,10,174.292339
-968.76044,3,174.292406
-999.1361,42,174.346561
-1574.677,42,174.401302
-2397.19,9,174.401377
-1297.8638,14,174.401392
-1061.664,7,174.401401
42.563477,27,174.422519
-2666.1035,5,174.438605
-1481.363,15,174.464827
85.896484,40,174.478282
-1381.8503,41,174.478387
-1078.2804,2,174.516022
-1085.673,3,174.51612
-5242.117,16,174.516147
-1102.1204,6,174.528629
-2511.964,48,174.547583
-3232.7236,16,174.547668
-1644.7119,32,174.561217
-1147.0232,6,174.561312
-1207.7921,4,174.608779
-911.6759,9,174.633555
-1198.6135,4,174.660576
-238.31445,38,174.674454
-1673.7512,10,174.699632
-1291.5002,20,174.699708
2604.4517,77,174.699723
-1473.2279,30,174.713369
-1263.032,11,174.713419
-1666.3884,38,174.726205
-1387.4413,16,174.726298
1336.4033,49,174.739802
-2074.6045,8,174.73986
-2081.9001,17,174.756316
-659.9586,4,174.756385
-2015.9236,8,174.773596
-1266.8816,23,174.773662
-1063.8794,2,174.773679
-1111.6781,3,174.788032
-1164.7471,21,174.80049
-4091.6394,19,174.811711
-1073.916,3,174.8118
-1164.9457,3,174.824137
-1623.0194,9,174.837313
-1416.1792,85,174.879105
-1267.0686,13,174.879195
-1301.1925,112,174.87921
-2335.8535,8,174.879215
-1836.6475,12,174.925635
-973.82367,36,174.925691
669.00446,36,174.925705
-52.022217,72,174.942688
-1059.3973,2,174.96062
-538.5257,121,174.960697
-4040.477,17,174.982413
-1027.1638,15,174.982524
-1761.8455,18,174.996407
-1719.0942,7,174.996515
-1749.0745,13,175.008235
-963.2886,5,175.008323
-1234.0571,7,175.034924
1499.2732,75,175.045528
-754.55695,5,175.045603
-861.375,8,175.061557
-2759.3384,65,175.061614
-3108.877,12,175.061627
-1018.8752,7,175.073744
-1909.436,4,175.08692
-1011.45856,2,175.103813
-1244.8796,22,175.113884
-1318.3381,17,175.128551
-1740.5594,5,175.128618
-463.07977,32,175.128633
-2819.2397,11,175.140815
-979.1167,7,175.153375
-2506.513,19,175.153429
-1070.622,3,175.175889
-1044.8677,15,175.22397
-1001.29047,4,175.254431
-1280.2065,38,175.268394
-1103.0579,59,175.268468
-1044.8262,2,175.296047
-978.5799,31,175.296118
-1465.2451,14,175.346097
-2219.516,9,175.384495
-2900.2812,16,175.397562
-1101.4553,2,175.408564
-2263.7993,12,175.446615
-3318.9495,52,175.455599
-1037.7778,4,175.468604
-2108.104,26,175.468665
-1084.484,3,175.498621
-846.3119,25,175.498677
133.83105,21,175.528597
-1572.8478,9,175.528678
423.30792,32,175.528696
-3310.892,40,175.541429
-1077.0214,3,175.541543
-1063.6989,6,175.560558
-328.21802,31,175.571923
-1114.6838,4,175.700994
-1083.8943,6,175.723996
-1824.1831,7,175.724056
-1366.0583,44,175.735918
-1056.1792,8,175.735981
-2447.4756,60,175.786399
-1279.9199,11,175.786482
-1069.923,8,175.786498
-772.73474,7,175.796643
-1842.7987,12,175.829077
-1617.2158,9,175.859809
-1082.3092,3,175.873199
-824.67834,23,175.873293
-1123.5066,34,175.891421
-1018.8301,4,175.92574
-856.1566,38,175.938357
-2695.9724,15,175.952829
-1045.422,2,175.985379
-1440.5052,9,175.985451
-2102.8594,15,176.005813
1257.0214,79,176.017757
-2472.3237,9,176.017805
-978.0101,29,176.017817
-1086.6066,3,176.029687
876.9839,54,176.050999
-1350.4104,45,176.101856
-688.32605,21,176.114896
-1643.6904,11,176.114968
-1318.378,8,176.151129
-1449.2682,24,176.151184
669.36694,69,176.163632
1358.6783,66,176.176024
-1046.4794,3,176.200813
-1149.1151,3,176.200888
-1399.2144,11,176.200906
-1081.3109,2,176.234982
-1107.4783,75,176.269862
-2918.891,33,176.29651
-909.03394,6,176.296587
-1566.961,19,176.325626
1167.2788,85,176.325693
-1664.0065,14,176.340342
-2835.462,11,176.357279
-1127.737,6,176.357349
-2310.3918,16,176.357364
-2672.4553,15,176.357372
-2855.984,78,176.397168
-1017.7616,4,176.412893
-716.54834,32,176.423148
-1098.8318,3,176.447557
-1095.1617,2,176.447655
-1087.957,7,176.447684
-2377.3535,39,176.465096
-1266.8535,9,176.465187
-0.77337646,21,176.482259
-742.1639,50,176.482343
-776.0499,49,176.482362
-1057.9446,2,176.502284
421.29718,29,176.502739
2917.8562,107,176.524429
-641.9295,19,176.524508
1216.5869,97,176.537935
-1036.1045,5,176.538007
-360.94733,22,176.538023
-3817.225,17,176.551966
-1015.94965,13,176.552083
-1241.3134,5,176.568937
-880.60504,7,176.569022
-626.0265,5,176.586257
-1079.231,5,176.586326
-924.1242,3,176.621336
-1273.0436,4,176.621408
-1059.686,2,176.621424
-1479.1016,23,176.648579
-1065.8264,6,176.648649
-2647.853,11,176.669415
-1217.6332,8,176.669502
-1256.5663,10,176.683398
1409.2196,73,176.683476
-925.5822,5,176.696
-36.515747,44,176.696071
-957.85956,2,176.696094
-3658.163,11,176.696103
-1070.7207,3,176.714482
-1956.3982,26,176.732258
-815.6187,16,176.745882
-1499.682,13,176.745983
-1059.036,4,176.766593
-1020.6522,5,176.766679
-2062.1348,5,176.778739
-4771.6494,29,176.778834
-3048.7598,12,176.778852
-1079.8461,2,176.791749
-978.4501,2,176.804671
-1242.198,6,176.81983
-1897.563,8,176.832673
-354.70056,24,176.832769
-1207.8593,55,176.893496
-1986.0266,29,176.923743
-924.07275,10,176.939387
-3808.5806,35,176.939445
-2106.608,12,176.955096
-1526.254,10,176.955266
-1137.6296,12,176.955297
-823.2749,18,176.975525
-1038.3949,2,177.01211
-192.34753,22,177.012185
-1486.0525,5,177.035906
-1319.89,7,177.03597
-482.69965,21,177.050775
-1034.313,5,177.050824
-1111.1919,13,177.077831
-1038.9266,3,177.113366
-1396.3092,28,177.113454
-2160.2314,46,177.126106
-1031.8494,5,177.126184
-1024.2178,7,177.126201
-1084.3822,2,177.165725
-2192.5835,35,177.184561
-2438.81,6,177.215588
-1440.1696,13,177.228792
-1056.5365,8,177.25162
-1133.75,3,177.26427
-1018.02,8,177.264385
-1117.8589,3,177.286131
-1016.2394,2,177.305666
-1307.668,35,177.30571
-1815.7626,11,177.316319
-1149.9114,4,177.331772
-2689.57,20,177.332958
-1366.1924,18,177.33299
-965.94696,3,177.343891
-1132.8595,3,177.358308
-2070.534,11,177.358392
-2581.976,14,177.380577
-997.5522,8,177.402897
-2525.0679,10,177.416062
-2437.6562,23,177.416119
-1016.2951,3,177.454959
-1023.83887,7,177.45506
-1728.8304,9,177.455078
-130.69,36,177.455084
-1824.7854,15,177.474075
-1097.4973,3,177.507243
193.28467,40,177.50731
-1436.439,30,177.52476
-1196.5481,5,177.548887
-1153.5049,4,177.572125
-1118.8997,11,177.595237
-1086.0315,21,177.642887
-1040.7874,3,177.642949
-1189.245,8,177.654891
-1986.2845,14,177.669126
-1314.5679,13,177.66919
-3159.0222,22,177.669207
-2508.8608,15,177.680525
-1054.8179,2,177.693408
-900.68066,12,177.693454
-1045.9581,5,177.715615
-1410.0106,60,177.74977
-2700.1052,6,177.749865
1697.895,67,177.749891
-1138.4508,5,177.749898
-3329.5757,75,177.763041
-911.5892,4,177.763111
-296.86383,29,177.763127
-1524.8992,18,177.775
-1044.2429,9,177.812301
-1421.9608,67,177.829745
67.76404,68,177.852225
-1408.1792,10,177.87033
-880.4396,7,177.870391
-1202.7192,9,177.900958
-1881.4885,4,177.929581
-1071.9985,14,177.92965
-991.3053,2,177.929665
-840.6315,54,177.949509
155.97302,33,177.949593
-520.286,56,177.964231
-1093.3103,9,178.002528
-1422.1788,14,178.002623
-1102.685,85,178.015581
-1300.7183,5,178.015661
-3359.7783,14,178.015681
-1879.8774,22,178.029144
-1088.0869,41,178.029224
-1267.7126,18,178.048099
2201.5332,61,178.048167
-860.87964,5,178.048182
-973.42255,7,178.060231
-1078.2441,3,178.060294
-934.2219,3,178.060322
-1327.7776,27,178.073465
-1842.7969,5,178.073565
-1584.7651,10,178.090871
-1055.7408,4,178.10799
-1053.9879,3,178.123484
-457.4253,23,178.123577
-856.0419,6,178.141535
-2347.9678,16,178.141869
-3015.93,9,178.215421
-3264.463,57,178.263627
-1026.3644,31,178.277917
-896.01624,17,178.294821
-1008.21924,17,178.313476
-1415.0465,26,178.313546
-3043.392,24,178.327988
-1434.0747,4,178.328081
-1651.615,13,178.348477
-1567.5752,16,178.37041
-1175.118,14,178.370494
-772.2831,13,178.370507
-1051.6377,2,178.401864
-981.9259,6,178.401934
-989.0587,5,178.424722
-2036.6378,12,178.424798
165.00745,26,178.454826
-1471.0593,23,178.466709
2371.9407,152,178.478414
-911.9286,6,178.498366
-2727.0383,6,178.498428
-990.16583,8,178.521797
-1163.3038,11,178.521967
-1336.7194,10,178.522001
-2171.1406,10,178.546893
-1345.2078,9,178.577479
-1996.6555,8,178.644549
-192.89209,48,178.644614
-1947.2695,11,178.671871
-1036.527,2,178.67195
-1598.092,9,178.689524
-1667.9729,23,178.68961
-1663.9734,7,178.689628
-791.92413,22,178.689636
-1247.2742,37,178.703295
-3524.0679,16,178.70339
-1056.4506,2,178.716563
-894.8258,17,178.727476
2791.845,72,178.741004
-2594.2236,20,178.741067
-843.1266,5,178.752539
116.02356,50,178.772418
-1095.7559,3,178.797554
-1771.0758,46,178.809875
-2838.1533,23,178.823736
-1575.619,8,178.836246
1010.7395,47,178.868295
-1261.1257,9,178.868366
-886.22784,25,178.868383
-2421.9321,12,178.885512
-3220.9863,70,178.885588
-1715.5938,53,178.898096
-906.12366,6,178.898177
-2695.1975,17,178.921535
-1020.75885,5,178.933647
-1034.166,7,178.933722
-1092.1863,3,178.969906
-1125.2764,3,178.983883
-1690.7216,16,178.997981
-1330.6672,9,179.008508
-599.135,27,179.022501
-1268.2893,9,179.022604
-1917.3293,57,179.041453
-1133.8423,5,179.085261
-1615.7053,27,179.085352
-1038.3201,3,179.085369
-1043.153,5,179.097323
-991.9115,9,179.109105
-1190.7239,20,179.120926
-1853.4136,32,179.133581
-1152.5251,4,179.133671
459.46436,51,179.144913
-1016.736,2,179.157145
-1058.6378,4,179.185596
-975.6208,6,179.185695
-2193.0828,6,179.211545
-1151.4729,5,179.232463
-437.07245,49,179.243968
-1775.0251,10,179.244052
-1624.5496,4,179.254948
-2140.6287,39,179.266903
-1289.1067,25,179.266978
-728.49567,20,179.287213
-1124.8381,14,179.287306
-368.26135,30,179.316404
-1134.4607,3,179.326883
-1852.9441,6,179.326932
-1124.1771,21,179.356223
-1804.8989,6,179.369601
-1457.3334,39,179.369673
-737.2175,23,179.36969
-1332.8268,50,179.399577
-954.70233,6,179.399647
-1095.5599,3,179.413122
-2419.0552,13,179.467562
-1091.8389,4,179.467642
-1101.2515,39,179.467676
-1401.5659,9,179.509139
-1418.4617,7,179.521431
-932.86395,10,179.535804
-1096.631,2,179.535899
-1462.4707,4,179.535917
-1094.4832,2,179.549012
-660.73303,26,179.559851
-837.27,33,179.572109
-1528.0414,42,179.572178
-2479.4287,24,179.593438
-1745.0161,16,179.608883
-967.1191,5,179.608952
-995.0002,2,179.622846
-1954.294,29,179.622952
-2034.8882,14,179.676146
-1295.6542,10,179.67624
-530.53973,64,179.689457
2115.2974,67,179.689582
95.06622,31,179.689605
-1075.7136,3,179.710102
-2903.3643,20,179.710172
-2137.0225,19,181.931406
-4281.5527,38,181.960976
-2240.1968,10,181.961046
-1047.446,7,181.982943
-1387.2961,11,181.982989
1884.0162,86,181.983001
-1006.1424,3,181.98301
-2432.4648,13,181.997068
-1319.4658,9,182.015421
-930.1145,7,182.015497
-860.81934,8,182.02708
-3349.5876,23,182.077385
-1047.092,3,182.077531
-1925.0753,13,182.077552
-860.7729,7,182.108373
-877.19763,5,182.108475
272.08344,39,182.119509
-1196.8776,11,182.146312
-3.3513184,47,182.185916
2002.064,128,182.228437
-1952.0002,27,182.242728
-1345.3904,15,182.2428
-775.496,22,182.242816
-2643.5679,52,182.263494
-749.00073,47,182.26357
-938.35974,4,182.263586
-1431.1002,10,182.276357
-1690.3738,35,182.276416
-2865.664,32,182.276431
-1696.4824,11,182.301169
-1301.0049,16,182.334109
-913.2959,6,182.334193
-2297.4312,23,182.366019
185.38196,26,182.391984
-2761.461,26,182.409062
-997.01685,9,182.409138
-1734.2295,10,182.409154
-2845.1006,89,182.434223
-1613.3169,7,182.444238
-1233.1372,24,182.459261
-653.5154,26,182.459337
133.6369,25,182.472026
-1192.1294,13,182.472084
-1097.8616,4,182.472109
-1067.0443,5,182.472117
-852.3302,24,182.48476
-1863.54,14,182.484847
-1141.6663,5,182.484872
-1046.5558,2,182.518703
38.886597,50,182.530156
-1720.8582,19,182.549448
-1050.5255,4,182.549521
-1076.7725,2,182.562794
-1134.1578,7,182.562853
-981.8016,10,182.56287
-1064.7802,22,182.593718
-1535.9365,8,182.59381
-2831.6013,8,182.615697
-2013.2615,24,182.636086
142.64227,29,182.636158
-1024.2368,4,182.646031
-1072.3218,2,182.646094
-985.11566,4,182.682567
-1133.5487,3,182.682637
-1027.0242,17,182.692245
-776.9278,8,182.711269
-1063.4991,2,182.723112
347.01172,31,182.745728
-1371.6233,12,182.770314
-2303.1587,5,182.770405
-2024.8257,18,182.770418
-914.9179,10,182.783514
-1141.2854,15,182.807888
-831.6527,16,182.807956
-1011.2026,7,182.822375
-982.15424,2,182.847312
-3080.68,19,182.847367
-2014.9221,8,182.847382
-1553.883,14,182.847387
-992.1317,2,182.880908
-1027.486,2,182.880993
-1419.4281,3,182.900845
-1488.8478,3,182.901039
-1127.0317,14,182.901068
-1043.7631,7,182.921808
-2447.5356,38,182.936645
-1111.3024,3,182.949641
-313.77057,28,182.967688
-406.43646,76,182.96775
-1027.5852,2,182.986582
-1639.4415,12,182.997075
-1537.7988,18,183.029307
-1881.0095,4,183.029374
-2005.6508,36,183.040122
-1296.7986,7,183.052472
-2687.125,12,183.052557
-427.4353,22,183.080353
-979.62054,7,183.08042
-3510.8677,13,183.106313
-1888.4517,24,183.117194
-2019.7317,12,183.128175
-190.93585,60,183.141736
-1006.8795,7,183.153994
-1160.7432,4,183.169362
-3001.9526,50,183.207264
-1038.0721,2,183.234169
-1036.3605,5,183.234234
-3689.5166,51,183.247961
-655.03754,60,183.268445
-1090.2625,4,183.281303
-968.636,17,183.301694
-1674.6284,40,183.33043
1039.7405,50,183.330506
-872.79706,17,183.330522
-972.4763,4,183.362265
-733.0589,15,183.387174
-1900.5791,7,183.387263
-329.722,62,183.396853
-265.87457,37,183.412606
-1046.2666,3,183.429433
-80.40289,28,183.455081
-1430.4578,22,183.455146
-1590.0631,15,183.455162
-1789.2987,12,183.455168
-1445.4077,4,183.46581
-1836.7361,9,183.465884
-888.9056,16,183.479226
2389.8462,79,183.506209
-127.37915,28,183.506268
-1826.5964,3,183.506283
-2072.7688,12,183.534907
-1117.8545,4,183.535038
-1104.7793,2,183.550899
-620.036,46,183.587067
-989.61664,3,183.587111
-86.41748,55,183.61007
2922.1357,104,183.634968
1115.0863,46,183.635047
-2570.743,39,183.635062
-1041.7498,4,183.668789
-2929.4116,13,183.66886
-1139.279,10,183.668878
278.0036,39,183.701852
-1072.003,5,183.701936
-2675.4053,22,183.724234
-1513.6086,54,183.724307
-1693.1213,17,183.741578
-1436.0026,14,183.741854
-1137.8448,16,183.741895
-1772.7747,23,183.778751
-3017.143,48,183.778966
-1934.4999,4,183.799167
-990.2935,6,183.814167
-1224.9229,8,183.814253
-1036.4473,4,183.814268
-1020.19617,2,183.814276
-2044.7173,11,183.814281
-2417.0352,19,183.879212
472.66437,23,183.908612
-1459.3384,5,183.933454
-1121.9172,6,183.945247
-2672.7246,10,183.945338
-1931.509,12,183.957244
-1017.47174,7,183.957301
-1382.0184,15,183.957318
-1086.6304,19,183.970136
-1108.2761,10,183.994644
-2609.8616,15,184.009717
-1191.7909,33,184.009803
-929.13196,14,184.027686
-1064.6272,5,184.049721
-1832.3103,8,184.064953
-2.6479492,27,184.065034
-1204.0244,9,184.101559
-1773.6217,12,184.122941
-1881.8518,10,184.123071
-1226.8167,7,184.135038
-1091.125,5,184.149154
-1605.64,14,184.16336
-1500.8002,13,184.163442
-3170.263,35,184.188805
-1080.7252,7,184.223387
-628.54626,45,184.234738
-1185.7953,8,184.23482
-964.22144,16,184.257895
-1001.0236,2,184.281514
-1915.5289,13,184.333368
-1388.8945,8,184.333451
-3586.0903,51,184.34367
-2368.3994,58,184.354844
-1390.862,11,184.369335
-1002.0351,3,184.369396
-59.112976,28,184.399246
-2692.6152,16,184.532863
-863.6658,46,184.532953
-1539.4431,13,184.564387
-1084.8866,7,184.564472
1791.3612,72,184.580621
-1221.8739,9,184.580684
-1398.0919,23,184.609588
-346.7782,49,184.64491
-1976.4751,34,184.644972
-1295.4188,90,184.64499
-2476.4336,30,184.644997
-1277.9963,9,184.658348
-573.82513,46,184.678439
-1252.9716,31,184.691577
-1401.758,4,184.704961
-860.1036,14,184.705045
-1109.1334,4,184.717087
-190.58295,37,184.717147
-1540.1465,10,184.717173
-622.18054,41,184.729007
-2142.3777,21,184.729081
-1012.02783,3,184.773412
-962.2948,4,184.773506
-1126.2732,12,184.773524
-958.558,4,184.799081
-698.5883,10,184.799126
-1014.1139,5,184.799137
-1037.5685,16,184.829159
-931.9817,8,184.829206
-958.8679,23,184.829216
580.3827,48,184.849161
-1152.518,5,184.871256
-1821.3914,10,184.871353
-1038.122,6,184.884462
1743.066,62,184.898719
-947.15735,7,184.898802
-1770.1577,46,184.916688
-1556.7018,4,184.928576
-759.82104,26,184.928642
-1517.8206,8,184.928659
-1104.4266,4,184.94088
-1856.6025,8,184.940937
-1385.9529,9,184.940952
-1599.1367,4,184.955088
-2154.295,70,184.976506
-4323.4897,15,185.019429
-2148.3145,6,185.035236
-3258.3972,15,185.035297
-1273.039,12,185.059958
-2418.8086,17,185.071969
-1013.21356,3,185.072019
-2841.1216,10,185.072031
-3306.9717,37,185.107437
-886.3964,6,185.10753
-793.271,5,185.126356
-1219.7904,34,185.135597
-786.4281,31,185.149479
-1579.1536,6,185.149585
-763.9709,18,185.149603
-1221.2208,5,185.160876
-3843.1462,50,185.180291
-1467.9365,37,185.192417
-1159.9348,4,185.192484
1610.4944,95,185.1925
-812.5094,9,185.226163
-1053.2318,4,185.236742
-879.0547,15,185.258848
-1924.0845,30,185.330206
-4111.077,14,185.330266
-935.2174,11,185.341834
-856.55444,11,185.341922
-1803.1628,32,185.35868
272.18335,47,185.369407
-128.89795,53,185.382259
-1900.531,35,185.382324
1399.5668,59,185.382339
-1125.6323,5,185.39566
-1035.4624,6,185.477658
-1391.2258,17,185.477742
-637.4661,27,185.500496
-1456.8503,11,185.528506
-669.9222,34,185.540477
-2313.125,48,185.55137
-1054.5828,49,185.564803
-1376.1692,7,185.564871
-925.47485,9,185.597455
788.7448,59,185.61609
-1030.4965,6,185.642315
-1709.1807,29,185.642397
-986.8973,5,185.642415
-1128.4866,7,185.642423
-2094.4368,36,185.661657
-1462.1387,43,185.661736
-1115.8005,4,185.676673
408.08136,23,185.676751
-2126.7412,23,185.701031
-1082.4537,4,185.717202
-2138.503,25,185.717259
-1046.547,7,185.741934
-1011.63934,2,185.741994
-106.73334,30,185.756229
-3613.8516,57,185.756289
-1918.1714,6,185.756305
-4306.2046,53,185.756311
-1022.9714,2,185.781054
-1578.0126,6,185.781119
-860.66034,4,185.795127
-1198.8646,4,185.808212
-642.57086,23,185.855313
-1190.5479,4,185.867142
-1349.5112,15,185.87694
-1523.792,49,185.950979
-1566.4955,6,185.951069
-1051.5344,2,185.984817
-1929.3302,23,185.997775
-271.05255,26,186.017009
-1599.5271,18,186.017079
-1734.419,19,186.055057
-941.4715,29,186.05513
-1826.8843,18,186.068851
-1798.7344,49,186.079492
-1421.3079,23,186.079558
-1044.8462,3,186.091538
-1021.11835,2,186.115337
-1683.656,69,186.142671
544.78906,94,186.157036
-2685.1975,11,186.157106
-1142.6733,8,186.177792
-2577.6982,33,186.200396
-906.27716,45,186.218271
-4482.537,78,186.218333
-1956.6199,9,186.237683
-2899.626,8,186.265054
-182.02814,31,186.278417
-1086.7156,6,186.278558
-1137.4137,6,186.293922
-997.10913,3,186.30661
-2270.092,38,186.306679
-562.73694,34,186.306696
-1119.7084,3,186.36299
-2408.139,54,186.386139
-631.04767,29,186.401941
507.6671,33,186.416035
-1067.715,4,186.41613
-909.7787,60,186.435621
-1910.7362,53,186.468528
-1331.768,29,186.497938
-1079.4186,6,186.514127
-687.9131,61,186.514271
-1090.8097,2,186.532852
-2629.4917,14,186.532928
-1789.6608,26,186.562809
-1740.2705,19,186.573577
-1010.0403,5,186.586594
-1098.5255,18,186.58668
-1124.781,3,186.601949
-1718.9601,41,186.602095
-2015.681,85,186.602119
-1461.0388,39,186.613813
-1190.0419,6,186.613888
-1069.183,2,186.629061
114.510315,32,186.629138
1044.9375,92,186.667181
-410.84918,35,186.667274
-1082.2228,3,186.667289
-914.7849,18,186.677777
-984.38617,6,186.689082
-1002.3781,34,186.718877
-1871.7056,8,186.718953
-1074.9402,44,186.718969
-1576.9524,13,186.718976
-302.185,21,186.744283
-1735.5747,12,186.755445
-1123.1361,6,186.767853
-2656.9055,14,186.783296
-2589.33,22,186.783386
-887.36646,34,186.800964
-1475.3005,13,186.812196
-1365.2812,7,186.812252
-1648.9968,15,186.829399
-1077.1095,9,186.851497
-1181.6808,12,186.851645
-916.69104,18,186.887107
-773.1704,34,186.912977
-2306.2473,8,186.924252
-401.04865,49,186.959715
-1404.2549,4,186.975319
-2128.1804,23,186.985946
-1522.9136,15,187.003002
-1297.3339,23,187.047327
-1336.0201,76,187.074815
-1003.673,3,187.096514
-1451.479,3,187.120425
-1036.2568,9,187.129212
-447.43982,22,187.140046
-1005.55457,4,187.171412
-1209.142,27,187.171489
-4844.5615,62,187.182795
21.760315,48,187.201653
-1453.6987,5,187.201956
-1048.3851,4,187.201998
-982.9016,25,187.202008
-1853.059,19,187.232891
-830.3533,43,187.257072
-898.1189,6,187.257154
-1469.6921,14,187.271135
-777.4309,6,187.271235
-1105.9688,7,187.289906
-355.97998,35,187.289981
-2171.1243,29,187.33712
-1171.1102,5,187.357764
-1059.5552,2,187.390886
-580.52057,32,187.415353
-1787.4772,16,187.427238
-1177.4811,12,187.439058
-1913.785,11,187.451006
-3165.9507,49,187.451058
-3079.307,34,187.470734
-2708.8567,53,187.492861
-662.6282,14,187.492932
-2477.5205,48,187.49295
-1081.0013,11,187.492957
-985.74817,5,187.506624
-1212.108,4,187.525629
-1416.926,25,187.525709
-971.59235,4,187.547767
-1715.351,65,187.585478
-2519.7827,71,187.58555
-882.1676,6,187.604949
-1102.0311,4,187.641362
-1819.0725,7,187.668388
-1599.3464,5,187.731807
227.1737,28,187.78857
-429.38684,60,187.82011
-764.5287,15,187.844438
-882.35815,7,187.870263
794.11206,71,187.870339
458.1985,32,187.870357
-1090.0793,2,187.908872
-993.46497,8,187.976974
-1721.2954,23,188.021928
-841.5309,38,188.022057
1553.8893,73,188.10522
-1100.9031,3,188.144763
-752.5464,30,188.214491
-1041.1221,48,188.282483
-2558.3064,34,188.327323
-1556.7786,28,188.32742
-1210.8868,6,188.425778
-1785.2158,14,188.501978
-1757.2842,112,188.584628
-1111.3921,3,188.622897
-2211.4119,23,188.723835
-483.26257,27,188.756615
-1030.1621,25,188.793787
-2433.306,14,188.835664
-1173.2875,29,188.864472
-2384.5264,17,188.896943
-1323.7258,16,188.897098
-959.9685,6,188.954384
819.855,48,188.956565
-2501.5176,15,189.016804
-1024.0763,10,189.019065
-3717.0613,48,189.094416
-1057.709,4,189.094471
-1056.4624,4,189.221369
-2425.4023,46,189.25152
-1800.9163,12,189.293666
-1268.6221,37,189.29398
-1437.0779,16,189.360626
-901.7168,33,189.360939
-1720.7302,15,189.360985
227.66003,37,189.377028
-953.6861,7,189.441662
-792.864,38,189.472276
-1048.3726,4,189.472331
-1743.9653,45,189.506158
-1532.1226,16,189.542863
-3574.8003,106,189.582178
-1593.2285,17,189.582259
-1720.8632,10,189.613552
-1257.9125,73,189.657413
-1414.1147,9,189.65754
-1005.51526,2,189.657578
-2085.4468,65,189.72503
-2173.2542,7,189.807339
-1047.3188,6,189.878861
1722.9688,65,189.878942
-1245.948,19,189.948438
-1667.2996,8,189.948502
-271.17206,30,189.999319
-1079.8064,2,189.999381
-753.31635,32,190.038006
-2735.3982,99,190.038088
-1484.6241,5,190.038102
-2429.065,12,190.038107
-4225.7275,41,190.038113
-811.01685,14,190.076074
-899.23456,16,190.076389
-3873.672,13,190.116094
-1362.3772,21,190.116175
-1120.8718,5,190.116194
-1615.4668,20,190.148949
-2679.3606,11,190.179345
-1352.5834,6,190.242289
-1150.4128,7,190.242352
-2203.7996,38,190.268435
-1120.6783,32,190.328675
66.30115,29,190.328754
-2681.274,10,190.389683
